longitude,latitude,du_id,long_a,lat_a,type,rank
93.96977396,40.97770119,20010,93.97,40.978,d,11
93.95948541,40.97319839,20107,93.959,40.973,d,12
93.96634405,40.9731988,20109,93.966,40.973,d,12
93.97320387,40.9731988,20111,93.973,40.973,d,12
93.9800625,40.97319839,20113,93.98,40.973,d,12
93.94919708,40.96869467,20204,93.949,40.969,d,13
93.95605644,40.96869569,20206,93.956,40.969,d,13
93.9629146,40.96869631,20208,93.963,40.969,d,13
93.96977396,40.96869651,20210,93.97,40.969,d,13
93.97663331,40.96869631,20212,93.977,40.969,d,13
93.98349148,40.96869569,20214,93.983,40.969,d,13
93.99035083,40.96869467,20216,93.99,40.969,d,13
93.93891134,40.96419004,20301,93.939,40.964,d,14
93.94577022,40.96419167,20303,93.946,40.964,d,14
93.95262792,40.96419289,20305,93.953,40.964,d,14
93.9595080924981,40.9641965183331,20307,93.96,40.964,d,14
93.96634451,40.96419411,20309,93.966,40.964,d,14
93.9732034,40.96419411,20311,93.973,40.964,d,14
93.9800611,40.96419371,20313,93.98,40.964,d,14
93.98691999,40.96419289,20315,93.987,40.964,d,14
93.99377769,40.96419167,20317,93.994,40.964,d,14
94.00063658,40.96419004,20319,94.001,40.964,d,14
93.94234264,40.95968855,20402,93.942,40.96,d,15
93.949200967499,40.9596100274999,20404,93.949,40.96,d,15
93.9560863866666,40.9597001774997,20406,93.956,40.96,d,15
93.9629207550008,40.9596859458337,20408,93.963,40.96,d,15
93.9697435216671,40.9597243125007,20410,93.97,40.96,d,15
93.97663238,40.95969161,20412,93.977,40.96,d,15
93.9835002808323,40.9597136566665,20414,93.984,40.96,d,15
93.99034804,40.95968998,20416,93.99,40.96,d,15
93.99720527,40.95968855,20418,93.997,40.96,d,15
93.93891553,40.95518533,20501,93.939,40.955,d,16
93.94577349,40.95518697,20503,93.946,40.955,d,16
93.952641046666,40.9551845949995,20505,93.953,40.955,d,16
93.9594738075001,40.9551891416665,20507,93.959,40.955,d,16
93.9663256641662,40.9551758291666,20509,93.966,40.955,d,16
93.97320294,40.95518941,20511,93.973,40.955,d,16
93.9800483383336,40.9552120625001,20513,93.98,40.955,d,16
93.98691766,40.95518819,20515,93.987,40.955,d,16
93.99377443,40.95518697,20517,93.994,40.955,d,16
94.00063238,40.95518533,20519,94.001,40.955,d,16
93.94234637,40.95068385,20602,93.942,40.951,d,17
93.9491613741663,40.9507402708331,20604,93.949,40.951,d,17
93.9560515816663,40.9506863658326,20606,93.956,40.951,d,17
93.96291647,40.9506869,20608,93.963,40.951,d,17
93.9697235083339,40.9507152100003,20610,93.97,40.951,d,17
93.9766806766668,40.9507778766662,20612,93.977,40.951,d,17
93.9834622599988,40.9507109450004,20614,93.983,40.951,d,17
93.99034524,40.95068527,20616,93.99,40.951,d,17
93.99720154,40.95068385,20618,93.997,40.951,d,17
93.93891972,40.94618062,20701,93.939,40.946,d,18
93.9457612958339,40.9462372458332,20703,93.946,40.946,d,18
93.9525643908337,40.9462337275,20705,93.953,40.946,d,18
93.9594613216662,40.9461966566668,20707,93.959,40.946,d,18
93.9663429016662,40.9462147758328,20709,93.966,40.946,d,18
93.9732456708345,40.9461995500002,20711,93.973,40.946,d,18
93.9800607749985,40.946214685834,20713,93.98,40.946,d,18
93.98691533,40.94618347,20715,93.987,40.946,d,18
93.9937108424998,40.9462577149999,20717,93.994,40.946,d,18
94.00062819,40.94618062,20719,94.001,40.946,d,18
93.9423501,40.94167912,20802,93.942,40.942,d,19
93.9492226316672,40.9416952858327,20804,93.949,40.942,d,19
93.9560319041676,40.941696675833,20806,93.956,40.942,d,19
93.9628936641659,40.9417266366659,20808,93.963,40.942,d,19
93.96977396,40.94168238,20810,93.97,40.942,d,19
93.97663052,40.94168218,20812,93.977,40.942,d,19
93.9834742491663,40.9417325783332,20814,93.983,40.942,d,19
93.9903644066675,40.9417080966668,20816,93.99,40.942,d,19
93.99719782,40.94167912,20818,93.997,40.942,d,19
93.93892391,40.93717589,20901,93.939,40.937,d,20
